title,creator,date,description,coverage,subject,latitude,longitude,type,format,donor,object-id,repo-id
Clearwater Sawmill and Lumber - Log Pond [23],,1960,View of the log pond full of logs. At the bottom of the picture sits railway cars full of logs.,United States--Idaho--Nez Perce County--Forebay,log (wood); railroad cars; ponds,46.423592,-116.960134,image;stillimage,image/jpg,,994,plcphotos
Clearwater Sawmill and Lumber - Log Pond [27],,1960,The description on the back reads 'logs being brought into sawmill from log pond.' The floor surrounding the machinery is covered in wood by-product. 6998D is written on front of print.,United States--Idaho--Nez Perce County--Lewiston,sawmills; woodworking machinery,46.423373,-116.977056,image;stillimage,image/jpg,,995,plcphotos
Clearwater Sawmill and Lumber - Log Pond [54],,1960,Piles and piles of logs sit beside a an unpaved road.,United States--Idaho--Nez Perce County--Lewiston,log (wood),46.423373,-116.977056,image;stillimage,image/jpg,,996,plcphotos
Clearwater Sawmill and Lumber - Log Pond [50],,1960,The description written on the back of the photograph reads ''Dredge Clara' working on mill pond of Clearwater plant PFI. 2009-CL.',United States--Idaho--Nez Perce County--Forebay,dredgers (watercraft); ponds,46.423592,-116.960134,image;stillimage,image/jpg,,997,plcphotos
Clearwater Sawmill and Lumber - Log Pond [44],,1959,"In the foreground, snow-covered railcars sit empty while in the center of the picture, a crane works to remove logs from loaded railcars and put them into the log pond. In the background, snow covered logs sit in the pond. Date on the back of the photograph says December 1959.",United States--Idaho--Nez Perce County--Forebay,log (wood); railroad cars; ponds,46.423592,-116.960134,image;stillimage,image/jpg,,998,plcphotos
Clearwater Sawmill and Lumber - Log Pond [42],,1959,Empty snow-covered flat railcars sit next to full railcars. Behind them lays the log pond which is covered in snow. In the background of the photograph is the sawmill. The back of the photograph says December 1959.,United States--Idaho--Nez Perce County--Forebay,log (wood); railroad cars; ponds,46.423592,-116.960134,image;stillimage,image/jpg,,999,plcphotos
Clearwater Sawmill and Lumber - Log Pond [37],,1959,"In the background snow-covered logs wait to come towards the mill. In the upper left, a pile of logs sits. In the center of the photograph, water sprays on to the pond. The back of the photograph has December 1959 written on it.",United States--Idaho--Nez Perce County--Forebay,log (wood); ponds,46.423592,-116.960134,image;stillimage,image/jpg,,1000,plcphotos
Clearwater Sawmill and Lumber - Log Pond [45],,1959,"Snow-covered logs sit idle in the log pond in December 1959 (per back of the photograph). On the left hand side of the photograph is part of an unknown building, while in the background is a pile of logs.",United States--Idaho--Nez Perce County--Forebay,log (wood); ponds,46.423592,-116.960134,image;stillimage,image/jpg,,1001,plcphotos
Clearwater Sawmill and Lumber - Log Pond [29],,1959,"A view of  part of the log pond. The pond in the center of the photograph is frozen and covered in snow, as are the longs and hills surrounding the pond. On the right-hand side of the screen is a crane. On the back of the photograph December 1959 is written.",United States--Idaho--Nez Perce County--Forebay,log (wood); ponds; cranes,46.423592,-116.960134,image;stillimage,image/jpg,,1002,plcphotos
Clearwater Sawmill and Lumber - Log Pond [43],,1959,"Logs sit frozen in the log pond, covered in snow. On the right hand side are buildings for the sawmill. The back of the photograph reads December 1959.",United States--Idaho--Nez Perce County--Forebay,log (wood); ponds; snow,46.423592,-116.960134,image;stillimage,image/jpg,,1003,plcphotos
Clearwater Sawmill and Lumber - Log Pond [33],,1959,"A snow-covered log is pulled into the mill, while others wait in the pond. The back of the photograph says December 1959.",United States--Idaho--Nez Perce County--Forebay,log (wood); ponds,46.423592,-116.960134,image;stillimage,image/jpg,,1004,plcphotos
Clearwater Sawmill and Lumber - Log Pond [39],,1959,"Piles of logs surround the log pond. In the front of the photograph, railcars sit on the tracks full of logs. In the background of the picture, steam and smoke rise from the sawmill. December 1959 is written on the back of the photograph.",United States--Idaho--Nez Perce County--Forebay,log (wood); ponds; railroad cars,46.423592,-116.960134,image;stillimage,image/jpg,,1005,plcphotos
Clearwater Sawmill and Lumber - Log Pond [25],,1960,View of the barked logs sitting in the log pond. In the background stands the mill.,United States--Idaho--Nez Perce County--Forebay,log (wood); ponds,46.423592,-116.960134,image;stillimage,image/jpg,,1006,plcphotos
Clearwater Sawmill and Lumber - Log Pond [24],,1960,"Logs wait on flat railcars to be unloaded into the log pond. In the background, the mill produces black smoke.",United States--Idaho--Nez Perce County--Forebay,log (wood); ponds; railroad cars,46.423592,-116.960134,image;stillimage,image/jpg,,1007,plcphotos
Clearwater Sawmill and Lumber - Log Pond [51],,1960,Looking across the  log pond towards the Clearwater river.,United States--Idaho--Nez Perce County--Forebay,log (wood); ponds,46.423592,-116.960134,image;stillimage,image/jpg,,1008,plcphotos
Clearwater Sawmill,,1960,View over the log pond towards the mill.,United States--Idaho--Nez Perce County--Forebay,ponds; log (wood),46.423592,-116.960134,image;stillimage,image/jpg,,1009,plcphotos
Clearwater Mill under construction [07],,1950-04-12,Construction of two of the buildings of the Clearwater Mill. The date written on the photograph is 4/12/1950.,United States--Idaho--Nez Perce County--Lewiston,construction sites; frame construction; lumber,46.436739,-116.965601,image;stillimage,image/jpg,,1010,plcphotos
Clearwater Mill under construction [05],,1950-04-12,Men work on the roof of one of the buildings under construction at the Clearwater Mill while on the on the right hand side is also under construction. The date written on the photograph is 4/12/1950.,United States--Idaho--Nez Perce County--Lewiston,construction sites; frame construction; lumber,46.436739,-116.965601,image;stillimage,image/jpg,,1011,plcphotos
Clearwater Mill under construction [04],,1950-04-12,"Several of the Clearwater mill's buildings under construction. In the foreground, stacks of lumber sit next to train tracks. The date written on the photograph is 4/12/1950.",United States--Idaho--Nez Perce County--Lewiston,construction sites; frame construction; lumber; automobiles; track components,46.436739,-116.965601,image;stillimage,image/jpg,,1012,plcphotos
Clearwater Mill under construction [03],,1950-04-12,Construction of one of the mill buildings. A crane is at the center of the photograph with two men standing underneath it. The date written on the photograph is 4/12/1950.,United States--Idaho--Nez Perce County--Lewiston,construction sites; frame construction; lumber; track components; cranes,46.436739,-116.965601,image;stillimage,image/jpg,,1013,plcphotos
Clearwater Mill under construction [02],,1950-04-12,"Men work putting up framing lumber with rebar between in the center of the photograph. Behind them, framing is already completed for another building. The date written on the photograph is  4/12/1950.",United States--Idaho--Nez Perce County--Lewiston,construction sites; frame construction; lumber; track components; cranes,46.436739,-116.965601,image;stillimage,image/jpg,,1014,plcphotos
Clearwater Mill under construction [06],,1950-04-12,Men work on constructing one of the buildings at the Clearwater Mill. On the right hand side of the photograph sits the cab for one of the cranes. The date written on the photograph is 4/12/1950.,United States--Idaho--Nez Perce County--Lewiston,cranes; construction sites; frame construction; lumber,46.436739,-116.965601,image;stillimage,image/jpg,,1015,plcphotos
Clearwater Mill under construction [01],,1950-04-12,Several of the Clearwater mill's buildings under construction. In the foreground wooden flooring has been laid for one building while in the background framing is happening for another. A crane is assisting with the construction. The date written on the photograph is 4/12/1950.,United States--Idaho--Nez Perce County--Lewiston,cranes; construction sites; frame construction; lumber,46.436739,-116.965601,image;stillimage,image/jpg,,1016,plcphotos
Clearwater Sawmill and Lumber [17],,1950,A workman measures the circumference of a log inside the mill. Description on the back of the photograph reads 'Scaling log as it enters mill from pond.',United States--Idaho--Nez Perce County--Lewiston,log (wood); scaling,46.436739,-116.965601,image;stillimage,image/jpg,,1017,plcphotos
Clearwater Sawmill and Lumber [10],,1950,A man works with planks at a gang saw.,United States--Idaho--Nez Perce County--Lewiston,gang sawmills; planks (wood); sawmills,46.436739,-116.965601,image;stillimage,image/jpg,,1018,plcphotos
Clearwater Sawmill and Lumber [11],,1950,A log is sprayed with high pressured water as it enters the sawmill.,United States--Idaho--Nez Perce County--Lewiston,log (wood); ponds,46.436739,-116.965601,image;stillimage,image/jpg,,1019,plcphotos
Clearwater Sawmill and Lumber [18],,1950,"A mill worker stands on the edge of a log in the log pond, rolling the log. Description on the back says 'mill worker riding log.'",United States--Idaho--Nez Perce County--Lewiston,log (wood); ponds,46.436739,-116.965601,image;stillimage,image/jpg,,1020,plcphotos
Clearwater Sawmill and Lumber [15],,1968,"A man operates a piece of machinery at the Clearwater Paper Mill. The machine is labeled as a Chip-N-Saw. Description on the back reads 'Chip-N-Saw equipment shown above is part of a small log mill installation recently made at the Clearwater Unit sawmill of Potlatch Forests, Inc. in Lewiston. The installation is part of an extensive three year remolding project that is scheduled for completion next year.' The date listed on the photograph is August 1968.",United States--Idaho--Nez Perce County--Lewiston,sawmills; woodworking machinery,46.436739,-116.965601,image;stillimage,image/jpg,Richards Studio,1021,plcphotos
Clearwater Sawmill and Lumber [01],,1960,"Two men work at a piece of machinery. The sign over the piece is labeled 6 gang saw. In front of the piece there are four rollers, the first of which is having planks of roll out on to it.",United States--Idaho--Nez Perce County--Lewiston,sawmills; woodworking machinery; gang sawmills; planks (wood),46.436739,-116.965601,image;stillimage,image/jpg,IMEL Studio,1022,plcphotos
Clearwater Sawmill and Lumber [12],,1960,"A man sits, operating machinery in the Clearwater mill. In front and to the side of him are debarked logs. The description on the back of the photograph reads 'Headrig #1, night sawyer B.W. Sebring.'",United States--Idaho--Nez Perce County--Lewiston,sawmills; woodworking machinery,46.436739,-116.965601,image;stillimage,image/jpg,"Jones, Bill",1023,plcphotos
Clearwater Sawmill and Lumber - Log Pond [55],,1905-05-13,A man stands on a barked log using a long pole to push logs out of the way. The plant's smokestacks stand in the background. The description on the back of the photograph reads 'Sorting logs in the pond.',United States--Idaho--Nez Perce County--Forebay,ponds; log (wood),46.423592,-116.960134,image;stillimage,image/jpg,,1024,plcphotos
Clearwater Sawmill and Lumber [08],,1959,A bundled up mill worker drives a snow-covered boat in the log pond. The back of the photograph lists the date as December 1959.,United States--Idaho--Nez Perce County--Forebay,boats; snow,46.423592,-116.960134,image;stillimage,image/jpg,,1025,plcphotos
Clearwater Sawmill and Lumber - Log Pond [08],,1960,"An overview photograph of the log pond and sawmill looking north. In the background, runs the Clearwater river.",United States--Idaho--Nez Perce County--Forebay,log (wood); ponds; sawmills,46.423592,-116.960134,image;stillimage,image/jpg,,1026,plcphotos
Clearwater Sawmill and Lumber [19],,1959,Snow-covered logs are piled near the log pond at the Clearwater mill. In the background are more piles of logs. The back of the photograph lists the date as December 1959.,United States--Idaho--Nez Perce County--Forebay,log (wood); snow,46.423592,-116.960134,image;stillimage,image/jpg,,1027,plcphotos
Clearwater Sawmill and Lumber [03],,1960,Looking out over the log pond. In the foreground sit empty railcars. Between them and the pond are stacks of logs.,United States--Idaho--Nez Perce County--Forebay,log (wood); ponds; railroad cars,46.423592,-116.960134,image;stillimage,image/jpg,,1028,plcphotos
Clearwater Sawmill and Lumber [16],,1959,"Logs float in choppy water in the Clearwater Mill log pond. At the back of the photograph, snow covered logs lay stacked. On the back of the photograph it lists December 1959 as the date.",United States--Idaho--Nez Perce County--Forebay,log (wood); ponds; snow,46.423592,-116.960134,image;stillimage,image/jpg,,1029,plcphotos
Clearwater Sawmill and Lumber [05],,1959,The log pond covered in snow. Loaded railcars sit waiting to unloaded into the log pond are covered with snow. December 1959 is written on the back of the photograph.,United States--Idaho--Nez Perce County--Forebay,log (wood); ponds; railroad cars,46.423592,-116.960134,image;stillimage,image/jpg,,1030,plcphotos
Clearwater Sawmill and Lumber [20],,1960,"View of the log pond, logs, and railcars. Loaded railcars sit, waiting to unload while logs are waiting to be sorted and put into the pond. In the background is the mill.",United States--Idaho--Nez Perce County--Forebay,log (wood); ponds; railroad cars,46.423592,-116.960134,image;stillimage,image/jpg,,1031,plcphotos
Early Lewiston Plant [02],,1926-10-27,"Looking down the hill on to the Lewiston plant. The Clearwater river can been seen behind the mill. The description written on the photo says 'CT CO's Plant, Lewiston Plant 10/27/1926 No. 150.'",United States--Idaho--Nez Perce County--Lewiston,sawmills,46.422766,-116.97704,image;stillimage,image/jpg,,1032,plcphotos
Early Lewiston Plant [03],,1927-04-30,"A crane removes a cement block from the back of a dump truck while another dump truck empties its load. Written on the photograph is 'CT CO Plant, Lewiston 4/30/1927 No. 263.' On the back is written 'Federal trucks '22 or '24.'",United States--Idaho--Nez Perce County--Lewiston,sawmills; dump trucks; cranes,46.422766,-116.97704,image;stillimage,image/jpg,,1033,plcphotos
Early Lewiston Plant [04],,1926-07-26,"Construction of the buildings at the Clearwater plant. On the left side, the framing has just begun for one building while on the right hand side, the building is almost complete. Piles of lumber sit in the middle of the picture. Written on the picture is '7/26/1926 No. 82.'",United States--Idaho--Nez Perce County--Lewiston,sawmills; construction sites; frame construction; lumber,46.422766,-116.97704,image;stillimage,image/jpg,,1034,plcphotos
Early Lewiston Plant [01],,1927-09-08,"A log comes into the mill. Written on the photograph is 'First Log, 9/8/1927.'",United States--Idaho--Nez Perce County--Lewiston,log (wood),46.422766,-116.97704,image;stillimage,image/jpg,,1035,plcphotos
Moving lumber [01],,1927,"A driver looks out the window of the engine car of a monorail. The piece of equipment in front of him holds a stack of planks being moved to a different location within the mill grounds. Written on the photograph is 'Mon rail, No. 315'.",United States--Idaho--Nez Perce County--Lewiston,monorails; planks (wood); frame construction,46.422766,-116.97704,image;stillimage,image/jpg,,1036,plcphotos
Architecture model,,1927,A model (unknown builder) shows the Lewiston mill.,United States--Idaho--Nez Perce County--Lewiston,architectural models,46.422766,-116.97704,image;stillimage,image/jpg,,1037,plcphotos
From Lewiston Hill,,1927,"Looking down from Lewiston Hill at the Mill on the right hand side of the photograph. On the left hand side of the photograph is Lewiston Dam and behind it the Clearwater river. Written on the photograph: Lewiston Hill, Mill, and Dam No. 291",United States--Idaho--Nez Perce County--Lewiston Hill,dams (hydraulic structures); hydroelectric dams,46.463934,-116.976907,image;stillimage,image/jpg,,1038,plcphotos
Snow-Covered Logs,,1928-01-07,"Looking towards the mill over the log pond, the logs are covered with snow. Written on the photograph is #90A 1/7/28. The description on the back of the photograph says 'Lewiston Plant and River.' Embossed on the photograph is 'Burns Photo CO., Lewiston, IDA'",United States--Idaho--Nez Perce County,log (wood);  snow,46.435071,-116.964558,image;stillimage,image/jpg,Burns Photo Co,1039,plcphotos
Clearwater Sawmill and Lumber - Log Pond [07],,1927,"Looking towards the mill over the log pond. This photograph was taking from the Clearwater river side of the mill. In the background towards the right hand side of the picture is the town of Lewiston, Idaho. Written on the photograph is 'CT CO Plant Lewiston Idaho No. 315.'",United States--Idaho--Nez Perce County--Lewiston,sawmills; ponds,46.435609,-116.960381,image;stillimage,image/jpg,,1040,plcphotos
Dam construction,,1927-07-20,Construction of the Lewiston Dam on the Clearwater river. Written on the photograph is Dam - 7/20/1927 - No. 304.,United States--Idaho--Clearwater County--Clearwater River,dams (hydraulic structures); hydroelectric dams,46.433367,-116.956288,image;stillimage,image/jpg,,1041,plcphotos
Lewiston Mill Construction [14],,1927-03-08,"Construction of the rough-dry shed at the Lewiston Mill. Two cranes are being used while three men work on the roof. Four men stand on the ground in the middle of the picture working. Written on the picture is 3-8 Rough dry shed, No. 211 1927.",United States--Idaho--Nez Perce County--Lewiston,sawmills; cranes; construction sites; frame construction,46.423396,-116.974453,image;stillimage,image/jpg,,1042,plcphotos
Lewiston Mill Construction [16],,1927-03-16,"Construction of unloading docks in what would be the log pond. Men work on laying the structures that would eventually carry railcars full of logs to dump into the log pond. At the end of the line sits a crane-like device. In the foreground of the picture sit two railroad tracks. Written on the photograph is Unloading docks, CT CO Lewiston, 3/16/1927 No. 218",United States--Idaho--Nez Perce County--Forebay,cranes; construction sites; railroads (infrastructure),46.423592,-116.960134,image;stillimage,image/jpg,,1043,plcphotos
Lewiston Mill Construction [12],,1927-03-31,"Construction of the Rough-dry shed at the Lewiston mill. A crane is assisting with building the roof on the frame constructed building. Piles of lumber sit around the building as well. Written on the photograph is Rough dry shed, 3/31/1927, No. 225",United States--Idaho--Nez Perce County--Lewiston,construction sites; frame construction; sawmills; cranes,46.423396,-116.974453,image;stillimage,image/jpg,,1044,plcphotos
Lewiston Mill Construction [07],,1927-03-14,"Construction of the fuel house and power plant (description taken from back of the photograph). A worker stands next to a railroad tracks in front of a sign that says 'no Smoking'. Written on the photograph is Fuel house and power plant, 3/14/1927 No. 224",United States--Idaho--Nez Perce County--Lewiston,construction sites; frame construction; sawmills; railroads (infrastructure),46.423396,-116.974453,image;stillimage,image/jpg,,1045,plcphotos
Lewiston Mill Construction [24],,1927-03-30,"A man pushes a wheeled cart over a wooden bridge. In the background, a crane is helping with another area of construction. Written on the photograph is Tail Race, 3/30/1927 No. 237",United States--Idaho--Nez Perce County--Lewiston,construction sites; frame construction; sawmills; cranes,46.423396,-116.974453,image;stillimage,image/jpg,,1046,plcphotos
Lewiston Mill Construction [09],,1927-03-28,"A view inside the rough-dry shed. A Crane is working pulling lumber to the top for the roof. A man stands beside the crane. Written on the photograph is 'Rough dry shed, 3/28/1927, No. 235'",United States--Idaho--Nez Perce County--Lewiston,construction sites; frame construction; sawmills; cranes,46.423396,-116.974453,image;stillimage,image/jpg,,1047,plcphotos
Clearwater Sawmill and Lumber - Log Pond [15],,1960,"On a semi-trailer full of logs, a man stands working with them. Behind that truck is another full logs. In the center of the photograph, railcars sit on tracks full of logs waiting to unload into the log pond. In upper left, the mill produces smoke and/or steam into the air. On the back of the photograph, it is stamped with 'Photographs by Richards Studios. Photographers since 1898 734 Pacific Ave. MA 7-910, Tacoma, WA 98402.'",United States--Idaho--Nez Perce County--Forebay,log (wood); ponds; semitrailers,46.423592,-116.960134,image;stillimage,image/jpg,Richards Studio,1048,plcphotos
Lewiston Mill Construction [13],,1927-02-24,View of the plant facing Lewiston. The plant can be seen in the background. In the foreground is the Lewiston Dam under construction as well as rows of trees. Written on the photograph is 'Lewiston Power and Light Company. Dam and CT CO Plant. 2/24/1927 No. 206',United States--Idaho--Clearwater County--Clearwater River,construction sites; sawmills; dams (hydraulic structures); hydroelectric dams,46.433367,-116.956288,image;stillimage,image/jpg,,1049,plcphotos
Lewiston Mill Construction [11],,1927-03-30,Looking at the Lewiston mill from the start of the log pond. Written on the photograph is 'CT CO Plant Lewiston showing new N. P. erode-dike and highway[sic]. 3/30/1927 No. 240',United States--Idaho--Nez Perce County--Forebay,sawmills; railroads (infrastructure),46.423592,-116.960134,image;stillimage,image/jpg,,1050,plcphotos
Lewiston Mill Construction [21],,1927-05-18,"View of the bridge across the part of the Clearwater river that runs near the plant. On the right hand side are two frame constructed buildings. On the left hand side are partially constructed buildings. Written on the photograph is 'Tail Race, 5/18/1927, No. 275'",United States--Idaho--Nez Perce County--Lewiston,construction sites; frame construction; rivers,46.424968,-116.980511,image;stillimage,image/jpg,,1051,plcphotos
Lewiston Mill Construction [15],,1927-05-18,"Viewing the rough-dry lumber buildings still under construction. In the center of the photograph is the rail line that goes across the Clearwater river. Written on the photograph is 'Rough dry shed, 5/18/1927, No. 277'",United States--Idaho--Nez Perce County--Lewiston,construction sites; frame construction; rivers; railroads (infrastructure),46.424968,-116.980511,image;stillimage,image/jpg,,1052,plcphotos
Lewiston Mill Construction [10],,1927-03-18,"Construction of the rough-dry shed in progress. One crane in the background works on the building lifting roofing materials, while another in the foreground lifts lumber for the other building. Written on the photograph is 'Rough dry shed, 3/18/1927, No. 221'",United States--Idaho--Nez Perce County--Lewiston,sawmills; railroads (infrastructure); construction sites; frame construction; cranes,46.423396,-116.974453,image;stillimage,image/jpg,,1053,plcphotos
Lewiston Dam [02],,1927-04-28,"Water spills through the Lewiston dam. In the background, a small portion of the mill is visible. Written on the photograph is 'Dam, Lewiston. 4/28/1927 No. 256'",United States--Idaho--Clearwater County--Clearwater River,dams (hydraulic structures); hydroelectric dams,46.433367,-116.956288,image;stillimage,image/jpg,,1054,plcphotos
Lewiston Mill [09],,1928-04-30,View of the Lewiston Mill from one side of the log pond. In the background is where the logs enter the mill. In the foreground on the right side is a crane-like device to over a railroad track. Written on the photograph (but very faint) is 'CT CO's Plant - 4/30/1928 - No. 265',United States--Idaho--Nez Perce County,sawmills; railroads (infrastructure); ponds,46.425379,-116.961672,image;stillimage,image/jpg,,1055,plcphotos
Lewiston Dam [01],,1927-04-28,"The Clearwater river rushes through a partially completed Lewiston Dam. Written on the photograph is 'Dam, Lewiston. 4/28/1927 No. 255'",United States--Idaho--Clearwater County--Clearwater River,dams (hydraulic structures); hydroelectric dams; rivers,46.433367,-116.956288,image;stillimage,image/jpg,,1056,plcphotos
Lewiston Mill Construction [22],,1927-04-20,Two buildings at the Lewiston Mill are under construction. In front of the buildings are piles of construction materials. Written on the photograph is 'Lewiston fuel house and power plant. 4/20/1927 No. 153',United States--Idaho--Nez Perce County--Lewiston,construction sites; frame construction; sawmills; lumber,46.424968,-116.980511,image;stillimage,image/jpg,,1057,plcphotos
Clearwater Sawmill and Lumber - Log Pond [12],,1960,Both debarked and barked logs being brought into the mill from the log pond.,United States--Idaho--Nez Perce County--Forebay,log (wood); ponds,46.423592,-116.960134,image;stillimage,image/jpg,,1058,plcphotos
Lewiston Mill [03],,1927-05-27,"Looking at where the logs enter the mill. Two smokestacks stand behind the entrance. On the right hand side of the picture, the log pond can be seen. Written on the photograph is 'CT CO Plant. 5/27/1927 No. 245'",United States--Idaho--Nez Perce County--Lewiston,sawmills; railroads (infrastructure); smokestacks; barriers,46.424968,-116.980511,image;stillimage,image/jpg,,1059,plcphotos
Clearwater Sawmill and Lumber - Log Pond [04],,1960,"High pressured water is used to clean off log debris from the railcars that brought in logs. In the background, a crane is being used.",United States--Idaho--Nez Perce County--Forebay,log (wood); ponds; railroad cars; flatcars,46.423592,-116.960134,image;stillimage,image/jpg,,1060,plcphotos
Lewiston Mill [12],,1927-01-25,"Looking from a distance away, the Lewiston Mill. Log structures stand through the center of the photograph. The description on the back of the photograph reads 'Lewiston Plant in winter'. Written on the photograph is '1/25/1927 No. 188'",United States--Idaho--Nez Perce County--Lewiston,landscapes (environments); sawmills,46.427083,-116.946306,image;stillimage,image/jpg,,1061,plcphotos
Lewiston Mill [01],,1927-09-15,"A man drives a load of planks. Attached to the photograph is a description that reads 'first truck of finished lumber. Sept. 15, 1927",United States--Idaho--Nez Perce County--Lewiston,trucks; trailers (vehicles); planks (wood),46.423396,-116.974453,image;stillimage,image/jpg,,1062,plcphotos
Lewiston Mill [13],,1926-11-26,Looking down at the mill from Lewiston Hill. The road that is visible is the Old Spiral Highway. Written on the photograph 'CT CO Mill from Hill Highway 11/26/26 No. 159',United States--Idaho--Nez Perce County--Lewiston,sawmills; roadways; highways,46.43356,-117.008449,image;stillimage,image/jpg,,1063,plcphotos
Lewiston Mill Log pond [02],,1928-01-08,"The Lewiston log pond covered in snow and ice. Pilings stick out of the water towards the back of the photo. Written on the photograph 'Fore Bay from South end of Dam, Jan. 8, 1928 - No 32.'",United States--Idaho--Nez Perce County--Forebay,snow; ponds,46.423592,-116.960134,image;stillimage,image/jpg,,1064,plcphotos
Clearwater River [02],,1928-01-09,"Ice butts up against the bank of the Clearwater river just east of the log pond at the Lewiston Mill. Writing on the photograph says 'East of Fore Bay, January 9, 1928 No. 33.'",United States--Idaho--Nez Perce County--Forebay,rivers; ice,46.423592,-116.960134,image;stillimage,image/jpg,,1065,plcphotos
Clearwater Sawmill and Lumber - Log Pond [49],,1960,Workers use high pressured water to clean off the flatbed railcars that carried logs to the log pond.,United States--Idaho--Nez Perce County--Forebay,log (wood); ponds; railroad cars; flatcars,46.423592,-116.960134,image;stillimage,image/jpg,,1066,plcphotos
Forebay in winter,,1928-01-12,"Ice floats in the log pond. Wood structures are visible in the center and right hand side of the picture. Written on the photograph 'January 12, 1928 No. 42'",United States--Idaho--Nez Perce County--Forebay,rivers; ice,46.423592,-116.960134,image;stillimage,image/jpg,,1067,plcphotos
Working on the Dyke,,1927,Men work on the dyke north of the power plant. Logs are visible in the center to back of the photograph. Written on the photograph is 'Hole in dyke N. of power plant,United States--Idaho--Nez Perce County--Forebay,earth dams; rock; log (wood); water (inorganic material),46.423592,-116.960134,image;stillimage,image/jpg,,1068,plcphotos
Dry Kiln,,1928,"Inside view of the Dry Kiln and Charging room (description taken from back of photograph). Words on one of the machinery read 'manufactured by H. J. Burns Company Spokane WN'. Written on the photograph is 'Dry Kiln, Charging room, No. 318.'",United States--Idaho--Nez Perce County--Lewiston,dry kilns; woodworking equipment,46.422926,-116.976931,image;stillimage,image/jpg,,1069,plcphotos
Lewiston Mill [11],,1928,Logs being held back before rolling on to a rolling conveyor belt towards a saw. Written on the photograph is No. 312,United States--Idaho--Nez Perce County--Lewiston,woodworking equipment; log (wood),46.422926,-116.976931,image;stillimage,image/jpg,,1070,plcphotos
Clearwater Sawmill and Lumber - Log Pond [21],,1960,A drum stands in front of the Clearwater log pond while a crane in the background moves logs from the flatbed railcars to the pond.,United States--Idaho--Nez Perce County--Forebay,log (wood); ponds; railroad cars; cranes; flatcars,46.423592,-116.960134,image;stillimage,image/jpg,,1071,plcphotos
Lewiston Mill [02],,1928,Logs being held back before rolling on to a rolling conveyor belt towards a saw. Written on the photograph is No. 313,United States--Idaho--Nez Perce County--Lewiston,woodworking equipment; log (wood),46.422926,-116.976931,image;stillimage,image/jpg,,1072,plcphotos
Loading Lumber [09],,1926-04-02,A crane loads lumber on to flatcars for transport. Three men guide the lumber on to the car while two more stand in the cab of the crane. Two men stand between the train and the lumber. Written on the photograph is '4/2/1926 No. 85',United States--Idaho--Nez Perce County--Lewiston,lumber; traveling cranes; locomotive cranes; cranes,46.422926,-116.976931,image;stillimage,image/jpg,,1073,plcphotos
Cranes for construction,,1927-07-16,Three cranes sit on railroad tracks waiting to be used for construction. In the background is one of the mill buildings under construction. Written on the photograph 'CT CO Plant 7/16/1927 No. 289.',United States--Idaho--Nez Perce County--Lewiston,lumber; traveling cranes; locomotive cranes; cranes; construction sites; frame construction; sawmills,46.422926,-116.976931,image;stillimage,image/jpg,,1074,plcphotos
Inside the Lewiston Mill [02],,1927,"A piece of mill machinery. Stamped on the machinery, the words read 'Filer and Stowell Co. Machinery.'",United States--Idaho--Nez Perce County--Lewiston,woodworking equipment,46.422926,-116.976931,image;stillimage,image/jpg,,1075,plcphotos
Lewiston Mill Construction [69],,1926-05-14,"A section of large pipe is under construction at the Lewiston Mill. On the back of the photograph, it is stamped with 'J.F. Anderson, photo Phones 1110-1445J 314 Main St. Lewiston'",United States--Idaho--Nez Perce County--Lewiston,pipes (conduits); piping (plumbing system components),46.422926,-116.976931,image;stillimage,image/jpg,"Anderson, J. F.",1076,plcphotos
Lewiston Mill Construction [01],,1926-08-16,Men use a crane to hoist machinery up on to the second floor on of one of the buildings of the Lewiston Mill. In front of the train are rail cars where three men stand. Written on the crane is 'American Locomotive Crane' Written on the photograph is '8/16/1926 No. 96',United States--Idaho--Nez Perce County--Lewiston,cranes; locomotive cranes; construction sites,46.422926,-116.976931,image;stillimage,image/jpg,,1077,plcphotos
Clearwater Sawmill and Lumber - Log Pond [06],,1960,Men work to spray bark off of flatcars that brought in logs. Date of the back of the picture says it was taken in April.,United States--Idaho--Nez Perce County--Forebay,log (wood); ponds; railroad cars; cranes; flatcars,46.423592,-116.960134,image;stillimage,image/jpg,,1078,plcphotos
Lewiston Mill Construction [70],,1926-04-24,A crane sits surrounded by  piles of lumber. The writing on the side of the crane reads 'Clearwater Timber Co. Loco crane No.1.' Written on the photograph is 4/24/26 No. 14,United States--Idaho--Nez Perce County--Lewiston,cranes; locomotive cranes; yard lumber; lumber,46.422926,-116.976931,image;stillimage,image/jpg,"Anderson, J. F.",1079,plcphotos
Crane construction,,1926,"A crane with a metal bucket pulls dirt and debris in order to do construction. Two down trees lie in front of the crane.  Written on the photograph is 'No. 26 - T.' Stamped on the back of the photograph is 'J.F. Anderson, photo Phones 1110-1445J 314 Main St. Lewiston, Idaho.'",United States--Idaho--Clearwater County,cranes,46.792126,-116.169862,image;stillimage,image/jpg,"Anderson, J. F.",1080,plcphotos
